id,type,shortcode,comments,ts,likes,is_video,video_views,txt,url
1677796003489786704,GraphSidecar,BdIupNplCtQ,155,2017-12-25 20:08:11,23457,False,0,"A Ty co dostałaś pod choinkę? Batony #beraw ? Kalendarz - planner z motywacją? Nowy program treningowy? A może ""ponadczasowy"" 😬 MYŚLNIK? PS. @chodagang dziękuje za piękne fotki ❤️❤️ to zaszczyt być częścią Waszych prezentów 🎁🎁🎁 @anulka2208 
@malgorzatakotowicz @wasikarolina @agusia830115 @patii_b_ @monika_kaplon @viksagriksa @karli.jar @blondehaarexoxo @ewaduszczak",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/25017969_1558631304214127_6323368019326140416_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=OetSEPEJGsEAX8nvdNn&oh=17b4c877f922fc4c8b52ab1b81f25647&oe=5F5336E7
1732626120846018240,GraphSidecar,BgLhkbtlwbA,135,2018-03-11 11:45:50,15680,False,0,"Jeloooooł 🔥🔥🔥 POST DLA WSZYSKTICH... dla tych z Was które się przyłączyły do wyzwania, które wciąż nie wiedzą o co chodzi 😃😃 lub odkładają w nieskończoność te decyzje.. CZAS JEST TERAZ i nigdy lepszy nie będzie.. Na jakis specjalny znak z nieba nie czekaj, bo ten nie przyjdzie.. nie oszukuj się 😉

Nowa zasada wyzwania 😜 
KAŻDY PONIEDZIAŁEK TO NOWY ROK.. każdy poniedziałek liczymy od dnia 1 (pomimo tego te licznik leci, a wyzwanie ma 90 dni .. zostało 83 dni do końca wyzwania) 😉❤️ DLACZEGO? Bo to właśnie przed nowym rokiem, dostajesz kopa motywacji do tego żeby zacząć działać, ruszyć z miejsca.. Ten prawdziwy początek nowego roku już za nami.. a ile zdążyłaś wdrożyć w życie z tego co sobie założyłaś? 😉😉 Tak myślałam.. MASZ ZAMIAR CZEKAĆ NA KOLEJNY NOWY ROK? 😬😬😬 Nie zgadzam się‼️‼️‼️❤️❤️❤️ Zaufaj mi 😍 pomogę Ci...
Tak!! Robię to tez dla siebie..
Dla czystej satysfakcji.. Robiłam to jeszcze 8 lat temu, kiedy nie miałam nic wspólnego z polskim mediami .. kiedy na runku nie było ani jednej mojej płyty.. diety .. produktów.. etc.... Robię to tez teraz.. i jak będę miała głowę pokrytą siwym włosem, to też pewnie będę to robić.. Nic innego nie sprawia mi tak wielkiej frajdy, jak świadomość, ze korzystasz... ze mogę być pierwiastkiem Twojego sukcesu.. ze może dzięki wspólnej pracy będziesz się częściej uśmiechać, będziesz się czuła lepiej, będziesz miała więcej energii, będziesz zdrowsza 😀

Nie daj się namawiać.. Robisz to przecież dla SIEBIE .. Zamknij oczy i pomyśl jedno .. ""CO MASZ DO STRACENIA?"" ... .... ...tak myślałam 😉 
Działamy 🚀

Wrzucam przykładowy jadłospis na kolejne dwa dni (każdy jadło spis jest przygotowany na dwa tygodnie, tak żeby produkty które kupiłaś, się nie zmarnowały) ❤️ Plan treningowy wrzucę później.. .. natomiast jeśli szukasz spersonalizowanej diety, ułożonej adekwatne do twoich potrzeb, taką dietę BE DIET możesz zamówić na www.sklep.bebio.pl .. Programy treningowe znajdziesz na www.BeActiveTv.pl w systemie online - tutaj wyłapujesz dostęp do programów i korzystasz dowoli w telefonie i laptopie.. lub na możesz zamówić programy na dvd na www.sklep.bebio.pl ❤️ Baw się tym.. bez cienia presji ❤️ DASZ RADĘ!",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/28435950_2055199914691842_1494918647896866816_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=FMzBGZqLSYIAX-uLXAl&oh=942e188719a65951e1439482198659aa&oe=5F52B360
1226904128820312763,GraphImage,BEG1s4Dy3q7,149,2016-04-12 18:26:31,23048,False,0,Between trainings 🏊🏼🏊🏼🏊🏼 Pomiędzy treningami 💋💋💋 #swim #regenerate #relax #adidas #swimsuit #wellness,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/12976179_1070185476376619_294049396_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=DwdK6VmFmD0AX9ZsmQL&oh=42ada4bac3c0c4d57b5687bfaa94f10b&oe=5F53D4FB
1146443035023472835,GraphImage,_o-93By3jD,25,2015-12-23 17:04:41,14047,False,0,Jak za starych dobrych czasów 😜😜 Gossip with @lovesimple_creation ❤️❤️ over sushi 💋💋 #simpleplanner 👍🏼👍🏼 Omawiamy plan na 2016 💪🏼💪🏼,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/12144130_1686342958291132_1867633708_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=eBIVc_lE_3cAX8aqX3z&oh=04463ab957c460a9bfe6aa33ea0c2e70&oe=5F532350
2190034805165244772,GraphSidecar,B5kkQ1PncFk,262,2019-12-02 14:15:14,11356,False,0,"Relacje w moim GANGU są PRAWDZIWE .. przekładacie działania z mediów społecznościowych na realia i przywracacie wiarę w ludzi ❤️ Jestem z Ciebie dumna ❣️ Dziękuje za wsparcie wczorajszej zbiórki dla Weroniki .. za wybranie i wsparcie Rodziny ze Szlachetnej Paczki .. dziękuje ze DAJESZ DOBRY PRZYKŁAD .. W pojedynkę wobec świata jestem NIKIM.. nie mogę nic.. nie mam mocy sprawczych, ale kiedy ŁĄCZE JE Z TOBĄ .. kiedy łączymy je WSZYSTKIE RAZEM .. ha!!! Kierunek jest tylko JEDEN 🚀🚀🚀 Dziękuje Ci, ze jesteś częścią tej społeczności #chodagang ❤️❤️❤️ Jeśli spotykają Cię z tego powodu nieprzyjemności, tylko pomyśl ile osoba która Cię ocenia ROBI DLA SIEBIE i INNYCH? Jaki daje przykład.. jakie ma intencje.. i przede wszystkim CZY LUBI SIEBIE? Nie oczekuj dobrych słów od człowieka, który nie ma dobrej relacji z sobą 🤷🏼‍♀️ Wybacz JEMU.. Wybacz JEJ i RÓB SWOJE ❤️❤️❤️❤️ Ja wiem jedno ❗️ #chodagang MA MOC 🤩🤩🤩 #misjachoda #fajterka #comunity #positivevibes",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/78766755_196798561356350_8644322896235235868_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=BsVUUD66OnwAX-5ccaL&oh=8ec72024fd8f6fbe1b334f051737dbcb&oe=5F555667
1323851484558792136,GraphImage,BJfQ-lAgBXI,56,2016-08-24 12:43:36,15321,False,0,Wizytówka wyspy - Mała Wenecja ❤️ Mykonos's business card - Little Venice 😍😍 TYDZIEŃ METAMORFOZY w Grecji juz we wrześniu .. Szczegóły na www.bebio.pl - zakładka WYDARZENIA ... a w październiku !! Wracamy na Mykonos z tygodniem metamorfozy 💪🏼💪🏼 kto sie pisze? 😀😀 temperatura jak w sierpniu i mniej wieje 👍🏼👍🏼 szczegóły wkrótce 💋💋 #tydzienmetamorfozy #soon @grecosholiday #wielkiegreckiewakacje 💋💋,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/13643690_1073596939355821_803479335_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=olq4XOtlY9MAX8XcyIR&oh=a462ed160455e32a305a57d7d91f5e9a&oe=5F52277C
1981455184861233986,GraphSidecar,Bt_iv4QAoNC,403,2019-02-17 19:24:46,20116,False,0,"@lovee_the_world_ KINGA❣️❣️❣️ ROZWALIŁAŚ SYSTEM ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️ Nasłuchałam się przez lata podłych rzeczy na swój temat.. nie dawałam wiary, bo zawsze chce wierzyć w dobre intencje.. Ha! Naiwny ze mnie dzieciak 😖😖😖 Wszystko wraca do mnie z ust tych, którzy jak sami o sobie mówią „są bezstronni” 😏😏 zatem „tylko przekazują informacje” 😱😱😱 Ściany mają uszy.. nie zapominajmy o tym.. Ktos kto dziś klepie Cię po ramieniu, jutro może być już po drugiej stronie.. ZATEM CZYSTA GRA, TO JEDYNA GRA! 👊🏻 Serio babki! Uciekajcie OD FAŁSZYWYCH LUDZI❗️❗️❗️ Nie dawajcie się nabrać na owcze skóry❗️❗️❗️ „Choda taka, siaka i owaka” 😱😱 Pięścią w STÓŁ i dalej idę robić swoje.. i co WAŻNE❣️❣️❣️ MOJA PRACA BRONI SIĘ SAMA ❤️ Moje słowa to nie puste słowa 🤩🤩 Wiesz co PODOBA MI SIĘ w mojej PRACY NAJBARDZIEJ? 
To, ze to TY JESTEŚ MOJĄ WIZYTÓWKĄ.. Nie muszę Cię jakoś szczególnie przekonywać o skuteczności mojej diety.. Nie muszę namawiać na korzystanie z moich programów treningowych.. MILIONY POLEK udowodniło, ze MOJA DIETA I TRENINGI DZIAŁAJĄ!!! Może ktos powie, ze brakuje mi pokory, ale czy nie powinnam STAWAĆ MUREM za swoimi produktami? 
Przecież to przede wszystkim ja, powinnam w nie wierzyć 💪🏻💪🏻💪🏻 A ja nie tylko wierze .. JA NIE TYLKO GADAM! 
Ja mam  DOWODY ❤️ Miliony POLEK przeszło METAMORFOZĘ, zmieniło STYL ŻYCIA, korzystając z moich materiałów 💪🏻💪🏻💪🏻 To powód żeby KRZYCZEĆ ZE SZCZĘŚCIA NA CAŁY GŁOS, gratulując KAŻDEJ Z WAS SUKCESU ⭐️ EFEKT MOJEJ PRACY, TO TWOJE EFEKTY! Przed którymi CHYLĘ CZOŁA 🙏🏻 •••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••••• dieta: www.bediet.pl ⭐️ programy treningowe: www.BeActiveTv.pl ⭐️ catering dietetyczny: www.bedietcatering.pl ⭐️",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/51704717_363164681078296_7694427282699083605_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=5T8BVx6bIwcAX_sciOL&oh=3dc62fe9fa4bc82c731b5abca3b84b11&oe=5F54FCFF
1368339517781945492,GraphImage,BL9UYqphayU,71,2016-10-24 21:53:23,17747,False,0,Prawdziwych przyjaciół poznaje sie w szczęściu ❤️❤️ Real friends you meet at your best ... not at your worse ! 💪🏼💪🏼 @babilondesign @foodfashionfit @magdalena_kokoszka @beasad Love ya !! ❤️❤️ #friends #happiness #good #time #real #positive #vibe 💋,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/14733194_1217255728341551_275984028526444544_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=UTXj3EF7qUwAX_rndQg&oh=3bbf005bbcfe1c7f313c851931955926&oe=5F53C905
2064825520610248462,GraphImage,Bynu97_IocO,320,2019-06-12 21:06:45,28574,False,0,W mojej głowie mieszka śmieszka .. i nie zamierza się wyprowadzać ☺️☺️☺️ A jak Tobie idzie DETOX GŁOWY? ❤️❤️ #misjachoda #bestrongerzewachodakowska #bestrongermindandbody #chodagang #fajterka #zmienswojezycie #zmienswojezyciezewachodakowska,https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/s1080x1080/61763515_2292373817750688_1250589819563995534_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=dJ8cgnUFAwYAX-r-TOA&oh=6baf6e4688490dfd7b05a2684ec1348a&oe=5F518BED
1479581406347058336,GraphImage,BSIh3Mtltyg,232,2017-03-27 09:31:10,38587,False,0,"Jestem zdrową FIT Kobietą 💪🏻❤️
Jaka jest Twoja super moc 😍😍 ---------------------------------------------------------I'm a healthy FIT Girl ❤️ what's your super power? 😈😈 #health #priorities #fit #fitness #girl #fitbody #healthybody #bodybyewachodakowska #chodagang 😀😀😀",https://scontent-waw1-1.cdninstagram.com/v/t51.2885-15/e35/17494390_1861963180710240_1049037391156740096_n.jpg?_nc_ht=scontent-waw1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Ab3xtTSSMecAX_Amwnz&oh=f7003e9c9a52791cf02c1132117766a7&oe=5F550696
